4.7733	1.1067
5.7467	0.9733
6.7433	0.9967
7.7067	0.9633
8.6633	0.9567
9.6133	0.9500
10.4533	0.8400
11.3800	0.9267
12.2800	0.9000
13.2133	0.9333
14.1433	0.9300
15.0167	0.8733
15.9033	0.8867
16.8433	0.9400
17.7400	0.8967
18.6433	0.9033
19.4500	0.8067
20.3100	0.8600
21.1867	0.8767
22.0100	0.8233
22.8567	0.8467
23.6967	0.8400
24.6033	0.9067
25.5033	0.9000
26.4367	0.9333
27.3700	0.9333
28.2500	0.8800
29.0600	0.8100
29.9900	0.9300
30.9867	0.9967
31.9900	1.0033
32.7967	0.8067
33.6333	0.8367
34.4400	0.8067
35.2567	0.8167
36.1600	0.9033
37.0000	0.8400
37.9733	0.9733
38.7600	0.7867
39.5867	0.8267
40.4667	0.8800
41.3633	0.8967
42.3033	0.9400
43.1933	0.8900
44.0667	0.8733
44.9300	0.8633
45.8167	0.8867
46.6900	0.8733
47.5767	0.8867
48.4567	0.8800
49.2900	0.8333
50.1500	0.8600
50.9933	0.8433
51.8467	0.8533
52.6300	0.7833
53.4233	0.7933
54.3533	0.9300
55.2167	0.8633
56.1200	0.9033
56.9433	0.8233
57.8233	0.8800
58.6867	0.8633
59.5867	0.9000
60.4333	0.8467
61.2967	0.8633
62.1500	0.8533
62.9633	0.8133
63.8267	0.8633
64.6867	0.8600
65.5333	0.8467
66.3800	0.8467
67.2833	0.9033
68.2100	0.9267
69.0933	0.8833
69.9433	0.8500
70.8033	0.8600
71.6433	0.8400
72.4967	0.8533
73.3433	0.8467
74.1367	0.7933
74.9500	0.8133
75.8267	0.8767
76.7100	0.8833
77.5733	0.8633
78.4767	0.9033
79.3567	0.8800
80.3500	0.9933
81.2500	0.9000
82.1200	0.8700
83.0067	0.8867
83.9200	0.9133
84.8400	0.9200
85.7267	0.8867
86.6867	0.9600
87.6600	0.9733
88.5900	0.9300
89.4800	0.8900
90.3667	0.8867
91.2500	0.8833
92.1833	0.9333
93.0667	0.8833
94.0267	0.9600
94.9600	0.9333
95.9167	0.9567
96.7867	0.8700
97.6400	0.8533
98.5000	0.8600
99.3433	0.8433
100.2233	0.8800
101.0833	0.8600
101.9567	0.8733
102.8333	0.8767
103.7600	0.9267
104.6700	0.9100
105.5567	0.8867
106.4800	0.9233
107.4667	0.9867
108.4233	0.9567
109.3200	0.8967
110.2333	0.9133
111.1400	0.9067
112.0800	0.9400
112.9667	0.8867
113.9300	0.9633
114.7800	0.8500
115.6567	0.8767
116.5800	0.9233
117.5533	0.9733
118.4800	0.9267
119.3967	0.9167
120.3200	0.9233
121.3033	0.9833
122.2900	0.9867
123.2000	0.9100
124.1333	0.9333
125.1033	0.9700
126.0800	0.9767
127.0200	0.9400
127.9867	0.9667
128.9000	0.9133
129.8967	0.9967
130.8833	0.9867
131.9100	1.0267
132.9167	1.0067
133.9000	0.9833
134.8800	0.9800
135.8967	1.0167
136.8167	0.9200
137.6967	0.8800
138.5800	0.8833
139.4800	0.9000
140.4567	0.9767
141.3367	0.8800
142.3333	0.9967
143.3033	0.9700
144.2700	0.9667
145.2667	0.9967
146.2167	0.9500
147.2033	0.9867
148.1400	0.9367
149.0733	0.9333
149.9967	0.9233
150.9833	0.9867
151.9100	0.9267
152.8000	0.8900
153.6533	0.8533
154.5267	0.8733
155.4167	0.8900
156.2667	0.8500
157.1600	0.8933
158.0567	0.8967
158.9467	0.8900
159.8633	0.9167
160.7600	0.8967
161.6467	0.8867
162.5400	0.8933
163.4267	0.8867
164.3067	0.8800
165.2067	0.9000
166.1167	0.9100
167.0100	0.8933
167.8933	0.8833
168.6600	0.7667
169.5233	0.8633
170.3933	0.8700
171.4167	1.0233
172.2333	0.8167
173.0800	0.8467
173.8900	0.8100
174.7033	0.8133
175.5833	0.8800
176.4933	0.9100
177.3567	0.8633
178.1433	0.7867
178.9267	0.7833
179.7300	0.8033
180.6000	0.8700
181.4067	0.8067
182.4400	1.0333
183.3467	0.9067
184.1833	0.8367
185.0633	0.8800
185.9833	0.9200
186.8400	0.8567
187.6300	0.7900
188.5367	0.9067
189.2967	0.7600
190.0967	0.8000
190.9433	0.8467
191.7900	0.8467
192.6067	0.8167
193.4767	0.8700
194.3167	0.8400
195.2100	0.8933
196.0900	0.8800
196.9467	0.8567
197.8333	0.8867
198.7100	0.8767
199.5367	0.8267
200.4633	0.9267
201.3600	0.8967
202.2133	0.8533
203.0567	0.8433
203.9600	0.9033
204.9033	0.9433
205.7867	0.8833
206.6467	0.8600
207.5233	0.8767
208.4067	0.8833
209.2967	0.8900
210.1833	0.8867
211.0233	0.8400
211.9000	0.8767
212.7767	0.8767
213.6367	0.8600
214.5400	0.9033
215.4233	0.8833
216.3000	0.8767
217.1767	0.8767
218.0233	0.8467
218.9200	0.8967
219.7633	0.8433
220.7000	0.9367
221.6467	0.9467
222.6100	0.9633
223.5267	0.9167
224.4367	0.9100
225.3733	0.9367
226.2967	0.9233
227.2400	0.9433
228.2333	0.9933
229.1967	0.9633
230.2000	1.0033
231.1633	0.9633
232.1200	0.9567
233.0267	0.9067
233.9733	0.9467
234.8900	0.9167
235.7900	0.9000
236.7333	0.9433
237.6900	0.9567
238.5433	0.8533
239.3433	0.8000
240.2133	0.8700
241.0533	0.8400
241.9333	0.8800
242.7867	0.8533
243.6367	0.8500
244.5133	0.8767
245.5367	1.0233
246.4767	0.9400
247.3567	0.8800
248.2333	0.8767
249.0733	0.8400
249.9533	0.8800
250.8367	0.8833
251.6600	0.8233
252.5033	0.8433
253.3700	0.8667
254.3267	0.9567
255.3033	0.9767
256.1967	0.8933
257.1200	0.9233
258.0600	0.9400
258.9333	0.8733
259.8067	0.8733
260.7000	0.8933
261.6567	0.9567
262.6467	0.9900
263.5800	0.9333
264.4600	0.8800
265.3467	0.8867
266.1967	0.8500
267.0767	0.8800
267.9633	0.8867
268.7967	0.8333
269.7233	0.9267
270.7100	0.9867
271.6433	0.9333
272.6000	0.9567
273.5000	0.9000
274.3733	0.8733
275.1967	0.8233
276.0833	0.8867
276.9800	0.8967
277.8367	0.8567
278.6667	0.8300
279.4900	0.8233
280.3067	0.8167
281.1300	0.8233
281.9867	0.8567
282.8733	0.8867
283.7600	0.8867
284.6300	0.8700
285.5267	0.8967
286.4233	0.8967
287.3133	0.8900
288.1867	0.8733
289.0700	0.8833
289.9200	0.8500
290.7900	0.8700
291.7000	0.9100
292.6533	0.9533
293.6067	0.9533
294.5700	0.9633
295.5200	0.9500
296.3733	0.8533
297.2200	0.8467
297.8833	0.6633
298.7367	0.8533
299.8167	1.0800
300.6700	0.8533
301.4900	0.8200
302.3600	0.8700
303.1833	0.8233
304.0367	0.8533
304.8967	0.8600
305.7500	0.8533
306.5900	0.8400
307.5067	0.9167
308.4233	0.9167
309.3333	0.9100
310.2167	0.8833
311.0433	0.8267
311.9667	0.9233
312.9200	0.9533
313.8000	0.8800
314.6800	0.8800
315.5667	0.8867
316.5033	0.9367
317.3900	0.8867
318.2733	0.8833
319.1767	0.9033
320.0700	0.8933
320.9800	0.9100
321.8433	0.8633
322.7333	0.8900
323.6033	0.8700
324.5200	0.9167
325.3867	0.8667
326.2167	0.8300
327.1100	0.8933
327.9667	0.8567
328.8567	0.8900
329.6733	0.8167
330.4833	0.8100
331.3000	0.8167
332.1433	0.8433
332.9900	0.8467
333.8000	0.8100
334.7133	0.9133
335.6500	0.9367
336.5467	0.8967
337.4167	0.8700
338.3100	0.8933
339.2200	0.9100
340.1167	0.8967
341.0300	0.9133
341.9467	0.9167
342.8233	0.8767
343.7067	0.8833
344.6000	0.8933
345.4900	0.8900
346.3733	0.8833
347.2633	0.8900
348.2033	0.9400
349.1533	0.9500
350.0467	0.8933
350.9700	0.9233
351.8600	0.8900
352.7267	0.8667
353.5433	0.8167
354.4000	0.8567
355.2767	0.8767
356.1400	0.8633
356.9900	0.8500
357.8667	0.8767
358.7533	0.8867
359.6100	0.8567
360.5633	0.9533
361.4867	0.9233
362.4267	0.9400
363.2500	0.8233
364.0800	0.8300
364.8800	0.8000
365.6767	0.7967
366.4800	0.8033
367.3233	0.8433
368.1300	0.8067
369.0200	0.8900
369.9500	0.9300
370.9700	1.0200
371.9267	0.9567
372.8400	0.9133
373.8200	0.9800
374.7167	0.8967
375.5733	0.8567
376.4900	0.9167
377.3967	0.9067
378.2433	0.8467
379.1267	0.8833
379.9967	0.8700
380.8600	0.8633
381.7233	0.8633
382.6167	0.8933
383.4733	0.8567
384.3367	0.8633
385.2167	0.8800
386.1500	0.9333
387.0867	0.9367
388.0733	0.9867
389.0367	0.9633
389.9700	0.9333
390.8567	0.8867
391.7267	0.8700
392.6100	0.8833
393.4867	0.8767
394.3900	0.9033
395.3167	0.9267
396.2400	0.9233
397.1600	0.9200
398.0733	0.9133
399.0033	0.9300
399.9167	0.9133
400.8400	0.9233
401.7400	0.9000
402.6700	0.9300
403.5700	0.9000
404.4600	0.8900
405.4267	0.9667
406.3467	0.9200
407.2400	0.8933
408.2500	1.0100
409.2000	0.9500
410.1733	0.9733
411.1167	0.9433
412.0433	0.9267
413.0133	0.9700
413.9367	0.9233
414.8400	0.9033
415.7500	0.9100
416.6567	0.9067
417.5900	0.9333
418.4900	0.9000
419.4167	0.9267
420.3567	0.9400
421.3167	0.9600
422.2200	0.9033
423.1767	0.9567
424.0700	0.8933
425.0867	1.0167
426.1100	1.0233
427.1300	1.0200
428.1167	0.9867
429.1300	1.0133
430.1633	1.0333
431.1100	0.9467
432.0800	0.9700
433.1167	1.0367
434.0633	0.9467
435.0367	0.9733
435.9900	0.9533
436.8900	0.9000
437.8300	0.9400
438.6733	0.8433
439.5367	0.8633
440.4033	0.8667
441.2500	0.8467
442.1233	0.8733
443.0433	0.9200
443.9833	0.9400
444.8967	0.9133
445.7833	0.8867
446.7400	0.9567
447.7400	1.0000
448.6900	0.9500
449.5567	0.8667
450.4600	0.9033
451.4433	0.9833
452.3800	0.9367
453.3300	0.9500
454.3300	1.0000
455.2700	0.9400
456.1733	0.9033
457.1000	0.9267
458.0000	0.9000
458.8767	0.8767
459.7500	0.8733
460.6967	0.9467
461.5667	0.8700
462.4833	0.9167
463.4100	0.9267
464.3300	0.9200
465.2400	0.9100
466.1133	0.8733
467.0633	0.9500
468.0233	0.9600
468.9367	0.9133
469.8733	0.9367
470.8300	0.9567
471.8033	0.9733
472.7633	0.9600
473.7300	0.9667
474.7000	0.9700
475.6800	0.9800
476.6367	0.9567
477.6067	0.9700
478.5767	0.9700
479.6000	1.0233
